,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
578,6522-yrbxd,male,1,1,0,35,1,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,1,electronic_check,94.55,3365.4,0
579,2640-lymov,male,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,19.65,38.8,0
580,1218-vkfpe,female,0,1,1,12,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.0,233.55,1
581,3627-fhkbk,female,0,0,0,1,1,no,fiber_optic,yes,no,no,no,no,no,month-to-month,0,mailed_check,75.3,75.3,1
582,2865-tchjw,female,1,0,0,4,1,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,1,electronic_check,89.2,346.2,1
583,1423-bmpbq,female,0,1,1,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,19.0,19.0,0
584,2393-divai,female,0,0,0,3,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.0,61.7,0
585,5192-ebgov,female,1,0,0,1,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,85.7,85.7,1
586,4568-knywr,male,0,0,0,52,1,no,dsl,yes,yes,no,no,yes,no,two_year,1,credit_card_(automatic),63.25,3342.45,0
587,8752-imqos,male,0,1,1,5,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,85.1,0
588,0742-lafqk,male,0,1,0,72,1,yes,fiber_optic,yes,yes,yes,no,no,yes,two_year,1,electronic_check,99.15,7422.1,0
589,0795-lafgp,male,0,1,1,71,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,electronic_check,90.4,6668.05,0
590,0619-olyur,male,0,1,0,72,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,credit_card_(automatic),111.9,8071.05,0
591,5512-idzei,male,0,1,1,46,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,electronic_check,24.9,1174.8,0
592,0459-spzhj,male,0,1,1,63,1,yes,dsl,yes,yes,yes,no,yes,yes,two_year,0,credit_card_(automatic),83.5,5435.0,0
593,0215-bqkgs,male,0,0,0,30,1,no,fiber_optic,yes,yes,yes,no,no,no,month-to-month,1,credit_card_(automatic),84.3,2438.6,0
594,9244-zvapm,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,45.6,45.6,0
595,0719-syfrb,female,0,0,0,12,1,yes,dsl,yes,no,yes,yes,no,no,month-to-month,1,mailed_check,61.65,713.75,1
596,8208-eumte,male,0,0,0,16,0,no_phone_service,dsl,yes,yes,yes,yes,yes,no,two_year,0,mailed_check,54.85,916.15,0
597,5172-migpm,male,0,0,0,4,1,yes,dsl,no,no,no,yes,no,yes,month-to-month,0,mailed_check,65.55,237.2,0
598,1710-rcxus,male,0,1,0,51,1,yes,fiber_optic,no,yes,no,no,no,yes,one_year,1,credit_card_(automatic),90.35,4614.55,0
599,0374-fiuca,male,0,1,0,65,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),20.4,1414.45,0
600,5839-suyvz,male,0,0,0,16,1,no,fiber_optic,no,no,no,yes,no,no,month-to-month,1,credit_card_(automatic),74.55,1170.5,0
601,5173-zxxxl,male,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.95,47.7,0
602,1096-adrux,female,0,1,1,66,1,yes,fiber_optic,no,no,no,no,no,no,one_year,1,bank_transfer_(automatic),74.25,4859.25,0
603,2001-mcuuw,male,0,0,0,46,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,0,electronic_check,108.65,4903.2,0
604,2731-gjrdg,female,0,0,0,32,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,1,bank_transfer_(automatic),109.55,3608.0,0
605,4723-begsg,male,0,1,0,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two_year,0,credit_card_(automatic),86.65,6094.25,0
606,6516-nkqbo,male,0,1,1,38,1,no,dsl,yes,no,yes,yes,yes,yes,two_year,0,credit_card_(automatic),81.0,3084.9,0
607,8672-oaupw,male,0,0,1,51,1,no,dsl,no,no,no,yes,no,no,one_year,0,credit_card_(automatic),47.85,2356.75,0
608,8207-dmrvl,male,0,1,1,72,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),114.55,8306.05,0
609,3419-snjjd,female,1,1,0,65,1,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,0,bank_transfer_(automatic),105.25,6786.4,1
610,6543-cpzmk,male,0,1,1,9,0,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,1,electronic_check,29.95,248.95,1
611,4765-oxppd,female,0,1,1,9,1,no,dsl,yes,yes,yes,yes,no,no,month-to-month,0,mailed_check,65.0,663.05,1
612,2804-etqdk,male,0,0,1,66,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.55,1357.1,0
613,6689-vrrtk,female,1,0,0,44,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,1,credit_card_(automatic),109.8,4860.35,0
614,7138-girsh,male,0,0,0,50,1,yes,dsl,no,no,yes,yes,no,yes,two_year,0,bank_transfer_(automatic),69.5,3418.2,0
615,9396-zsfll,female,0,0,0,15,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,48.85,631.4,0
616,6464-kexxh,male,0,0,0,8,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),25.25,186.3,0
617,7134-mjpdy,female,1,0,0,66,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,credit_card_(automatic),102.85,6976.75,0
618,5240-caoyt,female,0,0,0,57,1,yes,fiber_optic,yes,yes,no,yes,no,no,month-to-month,1,bank_transfer_(automatic),87.55,4884.85,0
619,4059-iiebk,female,0,0,0,7,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,1,bank_transfer_(automatic),78.55,522.95,0
620,4881-jvqod,male,1,1,1,10,0,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),34.55,362.6,0
621,0516-uxrmt,female,0,0,0,62,1,yes,fiber_optic,yes,yes,yes,no,no,no,one_year,1,electronic_check,92.05,5755.8,0
622,4851-bqdnx,male,0,1,1,40,1,no,fiber_optic,no,no,yes,no,yes,no,one_year,1,electronic_check,85.05,3355.65,0
623,5148-hkfir,female,0,0,0,20,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,19.7,406.95,0
624,1009-irmna,female,0,0,0,7,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.0,137.6,1
625,3003-cmduu,female,0,1,0,25,1,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,1,electronic_check,95.15,2395.7,0
626,5016-iberq,male,0,1,0,23,1,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,0,electronic_check,84.25,1968.1,0
627,6797-ucjhz,female,1,1,0,66,1,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,0,credit_card_(automatic),104.6,6819.45,0
628,2469-dtsgx,female,1,0,0,72,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,0,electronic_check,111.65,7943.45,0
629,4554-ygzih,male,1,1,0,49,1,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,0,credit_card_(automatic),90.05,4547.25,1
630,5099-bailx,male,1,1,1,43,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,1,bank_transfer_(automatic),110.75,4687.9,1
631,9931-kghoa,female,0,1,0,46,1,yes,dsl,yes,no,no,no,no,no,month-to-month,0,bank_transfer_(automatic),55.0,2473.95,0
632,1775-kwjkq,male,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),89.85,6562.9,0
633,7665-vigud,male,0,0,0,10,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.35,176.3,0
634,9411-tpqqv,female,0,0,0,40,0,no_phone_service,dsl,yes,no,no,yes,yes,yes,one_year,1,bank_transfer_(automatic),54.55,2236.2,0
635,7207-rmrdb,female,0,1,1,65,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,105.5,6985.65,1
636,7954-mlbun,male,0,0,0,31,1,no,fiber_optic,no,no,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),99.45,3109.9,0
637,2077-ddhjk,female,0,1,0,68,1,yes,dsl,yes,yes,yes,yes,no,no,two_year,0,credit_card_(automatic),70.9,4911.35,0
638,4913-ehyui,male,1,1,1,56,1,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,1,bank_transfer_(automatic),104.55,5794.65,1
639,0195-iescp,male,0,1,0,10,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,85.25,855.3,1
640,9574-bosmd,male,0,1,1,68,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),25.4,1620.2,0
641,4580-tmhju,female,0,1,1,43,1,no,dsl,no,no,no,no,yes,no,month-to-month,0,electronic_check,56.15,2499.3,1
642,0970-etwge,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,89.55,89.55,1
643,4908-xaxay,female,1,0,0,49,1,no,fiber_optic,no,yes,yes,no,no,yes,one_year,1,bank_transfer_(automatic),89.85,4287.2,0
644,8404-vlqfb,female,0,1,1,15,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,electronic_check,25.25,394.85,0
645,1626-ercmm,male,1,1,0,20,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,94.55,1899.65,1
646,0887-hjgar,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,45.7,45.7,1
647,2391-iplop,male,0,1,1,50,1,yes,dsl,no,no,yes,yes,yes,no,one_year,1,electronic_check,69.65,3442.15,0
648,5644-pdmzc,female,1,0,0,2,1,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,0,electronic_check,89.5,161.5,1
649,3509-gwqgf,male,1,0,0,24,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,credit_card_(automatic),70.0,1732.6,0
650,9576-anlxo,female,0,0,0,3,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),69.55,222.3,1
651,2024-baskd,female,0,0,0,1,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,mailed_check,74.6,74.6,1
652,5845-bzzib,male,0,1,1,35,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.1,655.3,0
653,1140-ukvzg,female,0,0,0,17,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,24.8,475.25,0
654,4160-amjtl,female,1,0,0,8,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,electronic_check,19.65,164.3,1
655,5183-snmjq,male,0,0,0,10,1,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,1,credit_card_(automatic),95.1,865.1,0
656,8100-pnjmh,male,0,1,1,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,1,credit_card_(automatic),88.85,6132.7,0
657,7838-lazfo,male,0,1,0,45,1,no,dsl,yes,yes,yes,no,yes,yes,one_year,0,bank_transfer_(automatic),78.8,3597.5,0
658,4464-jcoln,male,0,1,1,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,19.85,35.9,1
659,2085-jvgad,male,0,1,0,37,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.35,697.65,0
660,5650-vduds,female,0,0,0,4,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,24.25,96.05,1
661,8095-wanwk,female,0,0,0,10,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,45.25,428.7,0
662,3030-zkiwl,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.05,20.05,0
663,9565-flvcg,male,0,1,1,65,1,yes,dsl,yes,yes,no,no,no,yes,two_year,1,mailed_check,69.55,4459.15,0
664,8755-ogkna,female,0,1,1,57,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.5,1167.6,0
665,2800-veqxm,female,0,0,0,3,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,mailed_check,74.75,238.1,0
666,7538-gwhml,female,0,0,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,electronic_check,69.65,145.15,1
667,5533-rjftj,male,0,0,0,49,0,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,1,bank_transfer_(automatic),30.2,1453.1,0
668,3859-cvcet,female,0,0,0,4,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,45.65,191.05,1
669,0214-jhpfw,female,0,1,0,70,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),57.8,4039.3,0
670,5642-mhdqt,female,0,1,1,53,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),19.85,1039.45,0
671,3088-fvywk,male,0,1,1,53,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),25.55,1336.1,0
672,3276-hdueg,female,0,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,75.05,75.05,1
673,9092-gdzko,male,0,0,0,22,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,credit_card_(automatic),24.85,493.4,0
674,0823-hscdj,male,1,0,0,52,0,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,49.15,2550.9,1
675,3729-owrvl,male,1,0,0,65,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,electronic_check,110.35,7246.15,0
676,2324-aalno,female,0,0,0,48,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,bank_transfer_(automatic),24.55,1203.95,0
677,0822-gavap,female,0,0,0,2,0,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,1,electronic_check,34.7,62.25,1
678,5760-ifjoz,male,0,0,0,3,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,0,mailed_check,107.95,313.6,0
679,2826-uwhis,male,0,1,0,45,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,0,bank_transfer_(automatic),81.4,3775.85,0
680,1448-pwkye,male,0,1,1,1,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,0,electronic_check,80.0,80.0,1
681,7501-iwung,female,0,1,1,61,1,no,dsl,no,no,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),73.8,4616.05,0
682,4957-treir,male,0,0,0,3,1,no,dsl,yes,no,no,yes,yes,no,month-to-month,1,credit_card_(automatic),64.4,195.65,0
683,7251-ljbqn,female,1,0,0,40,1,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,1,credit_card_(automatic),103.75,4188.4,0
684,8040-mnrtf,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,0,mailed_check,71.1,71.1,0
685,1536-hbswp,female,0,0,0,1,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic_check,49.9,49.9,0
686,5313-fpxwg,male,0,0,0,51,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),24.6,1266.4,0
687,0067-dkwbl,male,1,0,0,2,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic_check,49.25,91.1,1
688,0946-fkytx,male,0,0,0,52,0,no_phone_service,dsl,no,yes,no,no,no,no,one_year,0,mailed_check,30.1,1623.4,0
689,5076-yvxcm,male,0,0,0,51,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,0,bank_transfer_(automatic),83.4,4149.45,0
690,8262-coggb,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.45,20.45,0
691,6663-jocqo,male,0,1,1,31,1,yes,dsl,yes,yes,no,yes,no,yes,one_year,1,bank_transfer_(automatic),75.25,2344.5,0
692,9620-qjrev,male,0,0,1,47,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),20.55,1013.05,0
693,2276-ydavz,female,0,0,0,3,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),75.1,270.7,1
694,2682-kevrp,female,1,0,0,22,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,mailed_check,20.05,417.0,0
695,2480-jzosn,female,0,1,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.65,20.65,0
696,0078-xzmht,male,0,1,0,72,1,yes,dsl,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),85.15,6316.2,0
697,5896-npfww,male,0,1,1,3,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic_check,50.15,168.15,1
698,9978-hycin,male,1,1,1,47,1,no,fiber_optic,no,yes,no,no,yes,no,one_year,1,bank_transfer_(automatic),84.95,4018.05,0
699,8338-qiunr,male,0,1,1,72,1,yes,dsl,yes,no,yes,yes,no,no,two_year,1,credit_card_(automatic),66.5,4811.6,0
700,1525-lnloj,male,0,1,1,66,1,yes,dsl,no,no,yes,no,yes,no,two_year,1,bank_transfer_(automatic),63.3,4189.7,0
701,9450-trjuu,male,0,0,0,35,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,0,electronic_check,83.15,2848.45,0
702,1766-gknmi,male,0,0,0,29,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,84.9,2516.2,0
703,6942-lbfdp,female,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.55,33.6,0
704,1456-twcgb,male,0,0,0,4,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed_check,49.25,208.45,0
705,7133-vbdcg,female,0,0,0,25,1,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,1,bank_transfer_(automatic),79.85,2015.35,1
706,7596-zywbb,female,0,0,0,65,1,no,dsl,yes,yes,no,yes,no,no,two_year,1,mailed_check,59.6,3739.8,0
707,8329-utmvm,male,1,0,0,27,1,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,1,bank_transfer_(automatic),104.65,2964.0,0
708,3014-wjksm,male,0,1,0,29,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,credit_card_(automatic),75.3,2263.4,0
709,3347-yjzze,male,0,1,1,29,1,yes,dsl,no,yes,yes,no,yes,yes,month-to-month,0,credit_card_(automatic),80.1,2211.8,0
710,1029-qfben,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.55,19.55,1
711,7929-dmbcv,female,0,1,0,20,1,no,fiber_optic,no,no,yes,yes,no,no,month-to-month,1,mailed_check,81.0,1683.7,0
712,9661-jalzv,female,0,0,0,58,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),24.7,1519.0,0
713,5433-kyghe,female,0,0,1,14,1,yes,fiber_optic,yes,no,no,yes,no,no,month-to-month,1,mailed_check,86.0,1164.05,0
714,4312-kfrxn,male,0,1,0,72,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,25.4,1710.9,0
715,5575-tpizq,male,0,0,0,46,1,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,1,credit_card_(automatic),89.15,4245.55,0
716,0114-igabw,female,0,1,0,71,0,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),58.25,4145.9,0
717,9944-aexbm,male,0,0,0,32,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,bank_transfer_(automatic),85.65,2664.3,0
718,1853-araaq,female,0,0,0,26,0,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,1,credit_card_(automatic),50.35,1277.5,0
719,6952-omnwb,male,1,1,0,68,1,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,1,credit_card_(automatic),80.35,5589.3,0
720,4697-lupsu,male,0,1,1,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.2,34.75,0
721,8434-vgeqq,male,0,1,1,61,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),20.55,1305.95,0
722,4952-ysogz,female,0,1,1,4,1,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,85.95,381.3,1
723,1589-agtlk,male,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,45.35,141.5,1
724,5244-irfih,male,1,1,0,33,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,94.5,3105.55,1
725,6549-ymfaw,male,1,1,0,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,21.25,204.55,0
726,4950-hkqte,female,0,0,0,22,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,26.25,605.9,0
727,6786-obwqr,female,0,1,1,5,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,80.85,356.1,0
728,2684-eiweo,female,1,0,0,30,1,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,0,credit_card_(automatic),91.7,2758.15,1
729,2753-jmmcv,male,0,0,0,65,1,yes,dsl,no,yes,yes,yes,no,yes,two_year,1,credit_card_(automatic),74.2,4805.65,0
